teamid,season,leagueid,player,num,position,height,weight,birth_date,age,exp,school,player_id,first_name,last_name,team,gp,min,catch_shoot_pts,catch_shoot_fgm,catch_shoot_fga,catch_shoot_fg_pct,catch_shoot_fg3m,catch_shoot_fg3a,catch_shoot_fg3_pct,catch_shoot_efg_pct,catch_shoot_pts_tot,blk,stl,fgm_defend_rim,fga_defend_rim,fgp_defend_rim,blk_tot,dvs,dpp,dtp,drives_fg_pct,pts_48,dpp_tot,dvs_tot,pass,ast,ast_ft,ast_sec,ast_pot,pts_crt,pts_crt_48,ast_tot,pull_ups_pts,pull_ups_fgm,pull_ups_fga,pull_ups_fg_pct,pull_ups_fg3m,pull_ups_fg3a,pull_ups_fg3_pct,pull_ups_efg_pct,pull_ups_pts_tot,reb,reb_chance,reb_col_pct,reb_contested,reb_uncontested,reb_uncontested_pct,reb_tot,oreb,oreb_chance,oreb_col_pct,oreb_contested,oreb_uncontested,oreb_uncontested_pct,dreb,dreb_chance,dreb_col_pct,dreb_contested,dreb_uncontested,dreb_uncontested_pct,shooting_pts,pts_drive,fgp_drive,pts_close,fgp_close,pts_catch_shoot,fgp_catch_shoot,pts_pull_up,fgp_pull_up,fga_drive,fga_close,fga_catch_shoot,fga_pull_up,shooting_efg_pct,cfgm,cfga,cfgp,ufgm,ufga,ufgp,cfg3m,cfg3a,cfg3p,ufg3m,ufg3a,ufg3p,dist,av_spd,dist_pg,dist_48,dist_off,dist_def,av_spd_off,av_spd_def,tch,fc_tch,top,cl_tch,el_tch,pts,pts_tch,pts_hcct,tch_tot
1610612759,2014-15,00,Patty Mills,8,G,72,185,1988-08-11T07:00:00.000Z,25,5,St. Mary's (CA),201988
1610612764,2014-15,00,Garrett Temple,17,G,78,195,1986-05-08T07:00:00.000Z,28,4,Louisiana State,202066,Garrett,Temple,WAS,10,29.4,4.3,1.5,3.8,0.395,1.3,3.4,0.382,0.566,43,0.5,1.5,0.9,1.6,0.563,5,1.6,0.4,1.4,0.111,0.7,4,16,24.3,1.9,0.1,0.4,3.4,3.8,6.2,19,1,0.4,1.2,0.333,0.2,0.5,0.4,0.417,10,3.6,5.8,.621,0.8,2.8,.222,36,0.8,1.2,.667,0.4,0.4,.500,2.8,4.6,.609,0.4,2.4,.143,8.4,0.4,0.111,0.2,0.333,4.3,0.395,1,0.333,0.9,0.3,3.8,1.2,0.464,0,0,,0,0,,0,0,,0,0,,21,4.3,2.1,3.4,10.8,10.2,0,0,34.8,27.8,1.1,0.5,0.5,8.4,0.241,0.3,348
1610612757,2014-15,00,Wesley Matthews,2,G,77,220,1986-10-14T07:00:00.000Z,27,5,Marquette,202083,Wesley,Matthews,POR,11,33,6.5,2.2,6.2,0.353,2.1,5.9,0.354,0.522,71,0.3,0.7,0.7,1.5,0.471,3,1.4,1.1,1.4,0.714,1.6,12,15,34,2.6,0,0.7,4.6,6.1,8.8,29,3.5,1.5,3.5,0.41,0.5,1.5,0.353,0.487,38,4.3,6.3,.681,1,3.3,.234,47,1,1.2,.846,0.5,0.5,.545,3.3,5.1,.643,0.5,2.8,.139,16.2,1.1,0.714,1.1,0.667,6.5,0.353,3.5,0.41,0.6,0.5,6.2,3.5,0.56,0,0,,0,0,,0,0,,0,0,,26,4.3,2.4,3.4,14.9,11.1,0,0,51.2,41.8,1.6,1.2,1.5,16.2,0.316,0.4,563
1610612743,2014-15,00,Alonzo Gee,1,F,78,225,1987-05-29T07:00:00.000Z,27,5,Alabama,202087,Alonzo,Gee,DEN,8,14.1,0.8,0.2,0.5,0.5,0.2,0.5,0.5,0.75,6,0.2,0.9,0.2,0.6,0.4,2,2.2,1.2,1.5,0.273,4.3,10,18,9.2,0.4,0.2,0.1,1,1.4,4.7,3,0.2,0.1,0.6,0.2,0,0.1,0,0.2,2,2.1,3.6,.586,0.9,1.2,.412,17,0.6,1.1,.556,0.5,0.1,.800,1.5,2.5,.600,0.4,1.1,.250,3.8,1.2,0.273,0.5,0.5,0.8,0.5,0.2,0.2,1.4,0.5,0.5,0.6,0.387,0,0,,0,0,,0,0,,0,0,,8.1,4.3,1,3.5,3.9,4.2,0,0,14.6,11.4,0.4,0.8,0.6,3.8,0.256,0.3,117
1610612764,2014-15,00,John Wall,2,G,76,195,1990-09-06T07:00:00.000Z,23,4,Kentucky,202322,John,Wall,WAS,10,35.6,1.1,0.4,1.6,0.25,0.3,1.4,0.214,0.344,11,0.6,2.3,0.8,1.5,0.533,6,8.5,4.4,9.2,0.385,5.9,44,85,67.3,9.3,1.5,1.6,18.3,22,29.7,93,7.4,3.6,8.8,0.409,0.2,0.8,0.25,0.42,74,4.1,6,.683,0.5,3.6,.122,41,0.3,1.2,.250,0.1,0.2,.333,3.8,4.8,.792,0.4,3.4,.105,18.6,4.4,0.385,0.2,0.5,1.1,0.25,7.4,0.409,2.6,0.2,1.6,8.8,0.431,0,0,,0,0,,0,0,,0,0,,24.1,4.1,2.4,3.3,12.7,11.4,0,0,93.8,85.5,8.3,0.6,0.4,18.6,0.198,0.2,938
1610612738,2014-15,00,Evan Turner,11,G-F,79,220,1988-10-27T07:00:00.000Z,25,4,Ohio State,202323,Evan,Turner,BOS,10,21.1,1,0.4,1.1,0.364,0.2,0.8,0.25,0.455,10,0.4,0.6,1.5,2.6,0.577,4,2.3,0.6,2.5,0.167,1.4,6,23,34.8,3.3,0.1,0.5,5.4,7.3,16.6,33,3.8,1.9,4.3,0.442,0,0.1,0,0.442,38,3.4,5.1,.667,0.8,2.6,.235,34,0.4,0.6,.667,0.2,0.2,.500,3,4.5,.667,0.6,2.4,.200,7.6,0.6,0.167,0.6,0.5,1,0.364,3.8,0.442,0.6,0.6,1.1,4.3,0.464,0,0,,0,0,,0,0,,0,0,,15,4.3,1.5,3.4,8.1,6.9,0,0,45.7,36.8,2.5,0.8,1,7.6,0.166,0.2,457
1610612762,2014-15,00,Derrick Favors,15,F,82,262,1991-07-15T07:00:00.000Z,22,4,Georgia Tech,202324,Derrick,Favors,UTA,12,31,1.8,0.9,2,0.458,0,0,,0.458,22,1.5,0.7,5.3,9.8,0.542,18,0.8,0.5,1.1,0.5,0.8,6,10,49,1.8,0,0.5,3.2,4,6.2,21,0.2,0.1,0.5,0.167,0,0,,0.167,2,8.2,14.1,.586,3.6,4.7,.434,98,2.9,4.8,.621,2.1,0.9,.694,5.2,9.2,.568,1.5,3.8,.286,16.3,0.5,0.5,6.3,0.739,1.8,0.458,0.2,0.167,0.2,3.8,2,0.5,0.583,0,0,,0,0,,0,0,,0,0,,25,4,2.1,3.2,13.7,11.3,0,0,65.4,41.1,1.6,5.8,7.1,16.3,0.25,0.4,785
1610612747,2014-15,00,Wesley Johnson,11,F,79,215,1987-07-11T07:00:00.000Z,26,4,Syracuse,202325,Wesley,Johnson,LAL,12,32.5,3.4,1.3,4.1,0.327,0.8,2.4,0.31,0.418,41,0.4,0.8,1,1.8,0.545,5,0.3,0.4,0.4,0.5,0.6,5,4,21.8,1.2,0,0.2,2.2,2.7,3.9,14,1.5,0.8,2,0.375,0,0.3,0,0.375,18,3,6.1,.507,1,2.1,.324,36,0.8,1.8,.500,0.4,0.5,.455,2.2,4.2,.510,0.6,1.6,.269,7.9,0.4,0.5,0.5,0.5,3.4,0.327,1.5,0.375,0.2,0.5,4.1,2,0.439,0,0,,0,0,,0,0,,0,0,,26,4,2.2,3.2,13.6,12.4,0,0,30.3,23.1,0.7,1.1,1,7.9,0.261,0.3,364
1610612758,2014-15,00,DeMarcus Cousins,15,C,83,270,1990-08-13T07:00:00.000Z,23,4,Kentucky,202326,DeMarcus,Cousins,SAC,12,30.9,2.2,1.1,2.6,0.419,0,0,,0.419,26,1.4,1.1,3.3,7.9,0.421,17,3.2,2.6,3.5,0.556,4,31,38,36.2,1.9,0.3,0.5,3.5,4.4,6.9,23,1.2,0.6,1.3,0.438,0,0,,0.438,14,11.8,16.8,.711,4.8,7.1,.406,142,2.8,5.2,.565,2.2,0.8,.743,9,11.6,.777,2.7,6.3,.296,22.5,2.6,0.556,6.2,0.652,2.2,0.419,1.2,0.438,2.2,3.8,2.6,1.3,0.503,0,0,,0,0,,0,0,,0,0,,22.2,3.6,1.9,2.9,11.5,10.7,0,0,60.4,40.2,2.1,5.5,5.2,22.5,0.372,0.6,725
1610612746,2014-15,00,Ekpe Udoh,13,F,82,245,1987-05-20T07:00:00.000Z,27,4,Baylor,202327,Ekpe,Udoh,LAC,4,2.5,0,0,0,,0,0,,,0,0.2,0.2,0.5,1.5,0.333,1,0,0,0,,0,0,0,2.2,0,0,0,0.5,0,0,0,0,0,0.2,0,0,0,,0,0,0,1,.000,0,0,,0,0,0,,0,0,,0,1,.000,0,0,,0,0,,0,,0,,0,0,0,0,0,0.2,0,0,0,,0,0,,0,0,,0,0,,0.6,3.8,0.2,3,0.3,0.3,0,0,2.8,1.2,0,0,0,0,0,0,11
1610612765,2014-15,00,Greg Monroe,10,F-C,83,250,1990-06-04T07:00:00.000Z,24,4,Georgetown,202328,Greg,Monroe,DET,10,32.6,0,0,0.2,0,0,0,,0,0,0.2,0.5,3.2,6.1,0.525,2,1.9,1.1,1.7,0.308,1.6,11,19,33.7,2.5,0.2,0.3,5.4,6.2,9.1,25,0,0,0.1,0,0,0,,0,0,10.5,16.7,.629,4.5,6,.429,105,3.4,6.3,.540,3,0.4,.882,7.1,10.4,.683,1.5,5.6,.211,15.8,1.1,0.308,3.6,0.636,0,0,0,0,1.3,2.2,0.2,0.1,0.481,0,0,,0,0,,0,0,,0,0,,20.8,3.8,2.1,3.1,11.1,9.7,0,0,52.4,31.6,1.9,4.2,4.5,15.8,0.302,0.5,524
1610612742,2014-15,00,Al-Farouq Aminu,7,F,81,215,1990-09-21T07:00:00.000Z,23,4,Wake Forest,202329,Al-Farouq,Aminu,DAL,12,16.6,1.7,0.6,2.1,0.28,0.5,1.7,0.3,0.4,20,0.9,0.7,1.3,3.2,0.41,11,0.9,0.2,1.3,0,0.7,3,11,14.9,0.5,0.1,0.4,1.3,1.2,3.4,6,0.3,0.2,0.5,0.333,0,0,,0.333,4,4.4,7.6,.582,1.9,2.5,.434,53,0.9,1.8,.500,0.8,0.2,.818,3.5,5.8,.609,1.2,2.3,.333,4.9,0.2,0,0.8,1,1.7,0.28,0.3,0.333,0.2,0.3,2.1,0.5,0.529,0,0,,0,0,,0,0,,0,0,,14.7,4.4,1.2,3.5,7.8,6.9,0,0,21,12,0.4,0.9,0.3,4.9,0.234,0.4,252
1610612762,2014-15,00,Gordon Hayward,20,F,80,225,1990-03-23T08:00:00.000Z,24,4,Butler,202330,Gordon,Hayward,UTA,12,34.7,4.8,1.7,4,0.417,1.4,3.7,0.386,0.594,57,0.3,1.3,1.5,2.4,0.621,4,5.9,5.7,8.2,0.571,7.8,68,71,53.6,4.6,0.7,1,9.8,11.1,15.4,55,3.8,1.8,4.4,0.396,0.2,1.4,0.176,0.425,45,5.4,8.2,.663,0.8,4.6,.154,65,0.6,1.2,.467,0.2,0.4,.286,4.8,6.9,.699,0.7,4.2,.138,18.7,5.7,0.571,0.3,0.4,4.8,0.417,3.8,0.396,2.9,0.4,4,4.4,0.535,0,0,,0,0,,0,0,,0,0,,28.9,4.2,2.4,3.3,16.2,12.7,0,0,73.8,66.6,3.3,0.8,1.7,18.7,0.253,0.3,885
1610612754,2014-15,00,Paul George,13,F-G,81,220,1990-05-02T07:00:00.000Z,24,4,Fresno State,202331
1610612752,2014-15,00,Cole Aldrich,45,C,83,250,1988-10-31T08:00:00.000Z,25,4,Kansas,202332,Cole,Aldrich,NYK,8,11.3,0,0,0.1,0,0,0,,0,0,0.8,0.4,1.9,3.1,0.6,6,0,0,0,,0,0,0,18.1,0.8,0.1,0,1.4,1.9,7.9,6,0,0,0.4,0,0,0,,0,0,3.8,5.6,.667,1.6,2.1,.433,30,1.2,2.1,.588,1,0.2,.800,2.5,3.5,.714,0.6,1.9,.250,2.2,0,,1.2,0.556,0,0,0,0,0,1.1,0.1,0.4,0.4,0,0,,0,0,,0,0,,0,0,,6.1,4,0.8,3.2,3.4,2.6,0,0,22,9,0.5,1.5,2.5,2.2,0.102,0.2,176
1610612747,2014-15,00,Xavier Henry,7,F-G,78,220,1991-03-15T08:00:00.000Z,23,4,Kansas,202333,Xavier,Henry,LAL,8,9.2,0.5,0.2,0.5,0.5,0,0,,0.5,4,0,0.4,0.2,0.4,0.667,0,1.4,0.6,1.1,0,3.2,5,11,5.6,0.4,0.1,0,0.9,0.9,4.5,3,0,0,0.2,0,0,0,,0,0,0.5,1.5,.333,0,0.5,.000,4,0.2,0.4,.667,0,0.2,.000,0.2,1.1,.222,0,0.2,.000,2.1,0.6,0,0.2,0,0.5,0.5,0,0,0.5,0.1,0.5,0.2,0.25,0,0,,0,0,,0,0,,0,0,,5.3,4.3,0.7,3.4,2.8,2.4,0,0,8.9,7.9,0.4,0.4,0.5,2.1,0.239,0.3,71
1610612747,2014-15,00,Ed Davis,21,F,82,240,1989-06-05T07:00:00.000Z,25,4,North Carolina,202334,Ed,Davis,LAL,12,23.1,0.2,0.1,0.1,1,0,0,,1,2,1.5,0.8,2.1,4,0.521,18,0.4,0.2,0.6,0.333,0.5,3,5,25.7,0.8,0.1,0.1,1.6,1.4,2.9,9,0,0,0,,0,0,,,0,7.1,13.8,.512,3.8,3.3,.529,85,2.8,6.5,.436,2.2,0.7,.765,4.2,7.3,.580,1.6,2.7,.373,8.7,0.2,0.333,3.8,0.688,0.2,1,0,,0.2,2.7,0.1,0,0.627,0,0,,0,0,,0,0,,0,0,,20,4.3,1.7,3.5,10.3,9.6,0,0,34.5,13.9,0.7,3.5,2.7,8.7,0.251,0.6,414
1610612761,2014-15,00,Patrick Patterson,54,F,81,235,1989-03-14T08:00:00.000Z,25,4,Kentucky,202335,Patrick,Patterson,TOR,11,24.9,4.5,1.5,3.6,0.425,1.5,3.4,0.432,0.625,50,0.5,0.8,2.7,5.1,0.536,5,0.7,0.5,0.9,0.333,1.1,6,8,38.1,1.4,0.1,0.3,2.6,3.3,6.3,15,0.2,0.1,0.4,0.25,0,0,,0.25,2,4.4,7.8,.570,1.3,3.2,.286,48,0.9,1.8,.550,0.5,0.5,.545,3.5,6,.576,0.7,2.7,.211,7.9,0.5,0.333,1.1,0.625,4.5,0.425,0.2,0.25,0.5,0.7,3.6,0.4,0.588,0,0,,0,0,,0,0,,0,0,,18.6,4.1,1.7,3.3,9.8,8.9,0,0,45,21.2,0.7,1.1,0.5,7.9,0.176,0.4,495
1610612749,2014-15,00,Larry Sanders,8,C,83,230,1988-11-21T08:00:00.000Z,25,4,Va Commonwealth,202336,Larry,Sanders,MIL,11,21.7,0.5,0.3,0.6,0.429,0,0,,0.429,6,1.6,1.4,3.2,7.1,0.449,18,0.3,0.2,0.2,0.5,0.4,2,3,20.8,0.8,0.1,0.1,1.4,1.7,3.8,9,0,0,0.1,0,0,0,,0,0,7.3,11.8,.615,4,3.3,.550,80,2.8,4.6,.608,2.3,0.5,.806,4.5,7.2,.620,1.7,2.7,.388,6,0.2,0.5,2.5,0.429,0.5,0.429,0,0,0.2,2.5,0.6,0.1,0.411,0,0,,0,0,,0,0,,0,0,,15.9,4,1.4,3.2,8.1,7.8,0,0,30.5,17,0.7,4.2,2.8,6,0.196,0.4,336
1610612740,2014-15,00,Luke Babbitt,8,F,81,225,1989-06-20T07:00:00.000Z,25,4,Nevada-Reno,202337,Luke,Babbitt,NOP,6,13.7,3,1,1.5,0.667,1,1.5,0.667,1,18,0.3,0.5,1.3,2.5,0.533,2,0.3,0.3,0.3,1,1.2,2,2,11.5,0.5,0,0.3,1,1.5,5.2,3,0,0,0.5,0,0,0,,0,0,2.2,4.3,.500,0.8,1.3,.385,13,0.2,0.2,1.000,0,0.2,.000,2,4.2,.480,0.8,1.2,.417,3.3,0.3,1,0,,3,0.667,0,0,0.2,0,1.5,0.5,0.769,0,0,,0,0,,0,0,,0,0,,6.1,4.4,1,3.5,3.1,3,0,0,14.2,7,0.3,0.2,0.2,3.3,0.235,0.5,85
1610612764,2014-15,00,Kevin Seraphin,13,C,82,278,1989-12-07T08:00:00.000Z,24,4,Le Moyne College,202338,Kevin,Seraphin,WAS,9,14.1,0.9,0.4,1,0.444,0,0,,0.444,8,0.2,0,2.1,4.3,0.487,2,0,0,0,,0,0,0,18.3,0.9,0,0.3,1.9,2.1,7.2,8,0,0,0,,0,0,,,0,2.6,5.1,.500,0.6,2,.217,23,0.4,1.1,.400,0.3,0.1,.750,2.1,4,.528,0.2,1.9,.105,5.7,0,,2.6,0.647,0.9,0.444,0,,0,1.9,1,0,0.575,0,0,,0,0,,0,0,,0,0,,8.5,4,0.9,3.2,4.6,3.9,0,0,24.8,13.1,0.5,3.1,2.6,5.7,0.229,0.4,223
1610612756,2014-15,00,Eric Bledsoe,2,G,73,195,1989-12-09T08:00:00.000Z,24,4,Kentucky,202339,Eric,Bledsoe,PHX,12,31.6,2.1,0.8,2,0.375,0.6,1.8,0.333,0.521,25,0.6,1.2,1.2,1.6,0.737,7,8.1,4.4,9.5,0.475,6.7,53,97,43.9,5.4,0.1,0.6,9.9,12.8,19.5,65,2,0.8,2.7,0.312,0.3,0.8,0.444,0.375,24,5.1,8.2,.616,1.2,3.8,.246,61,0.8,1.8,.476,0.5,0.3,.600,4.2,6.5,.654,0.8,3.5,.176,13.8,4.4,0.475,0.4,0.333,2.1,0.375,2,0.312,3.3,0.2,2,2.7,0.492,0,0,,0,0,,0,0,,0,0,,25.6,4.1,2.1,3.2,13.4,12.2,0,0,62,52.3,4.3,0.7,1.8,13.8,0.223,0.3,744
1610612738,2014-15,00,Avery Bradley,0,G,74,180,1990-11-26T08:00:00.000Z,23,4,Texas,202340,Avery,Bradley,BOS,10,31,5.9,2.4,5.8,0.414,1.1,3.3,0.333,0.509,59,0.2,0.9,1.1,1.5,0.733,2,2.1,1.6,2.4,0.533,2.5,16,21,21.2,1.2,0,0.9,2,2.5,3.9,12,3.7,1.7,3.8,0.447,0.3,1,0.3,0.487,37,2.8,4.2,.667,0.6,2.2,.214,28,0.5,1,.500,0.1,0.4,.200,2.3,3.2,.719,0.5,1.8,.217,14.5,1.6,0.533,1.4,0.583,5.9,0.414,3.7,0.447,1.5,1.2,5.8,3.8,0.507,0,0,,0,0,,0,0,,0,0,,22.4,4.3,2.2,3.5,11.2,11.2,0,0,38.1,31.5,1.2,2,1.7,14.5,0.381,0.5,381
1610612762,2014-15,00,Trevor Booker,33,F,80,230,1987-11-25T08:00:00.000Z,26,4,Clemson,202344,Trevor,Booker,UTA,12,20.7,1.9,0.7,1.8,0.364,0.6,1.5,0.389,0.523,23,0.2,0.5,0.8,1.7,0.45,2,1.4,1.1,1.6,0.556,2.5,13,17,34.7,1.1,0.2,0.8,3.1,2.6,6,13,0,0,0.1,0,0,0,,0,0,4.1,6.6,.620,1.3,2.8,.327,49,1.3,2,.667,0.7,0.7,.500,2.8,4.6,.600,0.7,2.1,.242,8.1,1.1,0.556,1.3,0.8,1.9,0.364,0,0,0.8,0.8,1.8,0.1,0.574,0,0,,0,0,,0,0,,0,0,,17.1,4.1,1.4,3.3,9.2,7.9,0,0,43.2,28.8,0.9,2.1,3.8,8.1,0.187,0.3,518
1610612763,2014-15,00,Quincy Pondexter,8,G-F,79,220,1988-03-10T08:00:00.000Z,26,4,Washington,202347,Quincy,Pondexter,MEM,11,17.7,1.8,0.6,2.5,0.259,0.5,2.3,0.24,0.37,20,0.2,0.1,0.5,1.3,0.429,2,0.5,0,0,0,0,0,6,14.7,1.1,0.1,0.3,2.3,2.5,6.6,12,0.3,0.1,0.6,0.143,0.1,0.4,0.25,0.214,3,1.5,3.2,.486,0.5,1.1,.294,17,0.5,1.3,.357,0.2,0.3,.400,1.1,1.9,.571,0.3,0.8,.250,4.3,0,0,1.2,0.5,1.8,0.259,0.3,0.143,0.5,0.7,2.5,0.6,0.358,0,0,,0,0,,0,0,,0,0,,13.6,4.2,1.2,3.3,7.4,6.2,0,0,21.4,18.4,0.7,1.4,0.7,4.3,0.2,0.2,235
1610612761,2014-15,00,Greivis Vasquez,21,G,78,200,1987-01-16T08:00:00.000Z,27,4,Maryland,202349,Greivis,Vasquez,TOR,11,18.2,1.9,0.6,2,0.318,0.6,2,0.318,0.477,21,0,0.6,0.5,1,0.545,0,3.6,2.7,3.5,0.4,7.2,30,40,33.2,2.2,0.4,1.1,4.4,5,13.2,24,2.3,1,3.1,0.324,0.3,1.5,0.188,0.368,25,2.5,4.6,.549,0.2,2.4,.071,28,0.2,0.5,.333,0.1,0.1,.500,2.4,4.1,.578,0.1,2.3,.038,7.6,2.7,0.4,0.2,0.5,1.9,0.318,2.3,0.324,2.3,0.2,2,3.1,0.389,0,0,,0,0,,0,0,,0,0,,14.4,4.3,1.3,3.5,7.7,6.7,0,0,45.3,37.7,3.4,0.5,0.2,7.6,0.169,0.2,498
1610612761,2014-15,00,Landry Fields,2,G-F,79,215,1988-06-27T07:00:00.000Z,26,4,Stanford,202361,Landry,Fields,TOR,4,3.3,0,0,0,,0,0,,,0,0,0.2,0.2,0.5,0.5,0,0.5,0,0,0,0,0,2,3.2,0,0,0,0.5,0,0,0,0,0,0,,0,0,,,0,0,0.5,.000,0,0,,0,0,0,,0,0,,0,0.5,.000,0,0,,0.5,0,0,0.5,0.5,0,,0,,0.2,0.5,0,0,0.333,0,0,,0,0,,0,0,,0,0,,1,4.4,0.2,3.5,0.5,0.4,0,0,4.5,2.2,0.1,0.5,0,0.5,0.111,0.2,18
1610612766,2014-15,00,Lance Stephenson,1,G,77,230,1990-09-05T07:00:00.000Z,23,4,Cincinnati,202362,Lance,Stephenson,CHA,12,34.7,1.2,0.4,1.6,0.263,0.3,1.4,0.235,0.368,14,0.2,0.7,0.9,1.6,0.579,3,5.2,3.4,5.8,0.441,4.7,41,63,51.8,5.4,0.5,0.8,9.3,12.3,17,65,2.4,1.2,4.4,0.264,0.1,0.4,0.2,0.274,29,9.1,12.3,.736,1.8,7.3,.193,109,1.4,2.6,.548,0.8,0.6,.588,7.7,9.8,.786,0.9,6.8,.120,9.6,3.4,0.441,0.9,0.833,1.2,0.263,2.4,0.264,2.8,0.5,1.6,4.4,0.394,0,0,,0,0,,0,0,,0,0,,27.1,3.9,2.3,3.1,15,12.2,0,0,67.8,59.2,3.1,0.7,1.1,9.6,0.141,0.2,814
1610612751,2014-15,00,Jerome Jordan,9,C,84,253,1986-09-29T07:00:00.000Z,27,1,Tulsa,202366,Jerome,Jordan,BKN,8,6.9,0,0,0,,0,0,,,0,0.4,0.2,0.6,2.1,0.294,3,0,0,0,,0,0,0,5.2,0.2,0,0.1,0.9,0.5,3.5,2,0,0,0,,0,0,,,0,2,3.5,.571,1.8,0.2,.875,16,1.4,1.9,.733,1.4,0,1.000,0.6,1.6,.385,0.4,0.2,.600,2.2,0,,0.8,1,0,,0,,0,0.4,0,0,0.8,0,0,,0,0,,0,0,,0,0,,3.7,4,0.5,3.2,1.9,1.8,0,0,7.8,4.8,0.2,1,1,2.2,0.29,0.5,62
1610612762,2014-15,00,Jeremy Evans,40,F,81,200,1987-10-24T07:00:00.000Z,26,4,Western Kentucky,202379,Jeremy,Evans,UTA,4,2.2,0,0,0.2,0,0,0,,0,0,0,0,0.2,0.2,1,0,0,0,0,,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0.2,.000,0,0,,0,0,0,,0,0,,0,0.2,.000,0,0,,0,0,,0,,0,0,0,,0,0,0.2,0,0,0,0,,0,0,,0,0,,0,0,,0.6,4.1,0.1,3.3,0.3,0.3,0,0,3.8,1.2,0,0,0.5,0,0,0,15
1610612754,2014-15,00,Donald Sloan,15,G,75,205,1988-01-15T08:00:00.000Z,26,3,Texas A&M,202388,Donald,Sloan,IND,12,32.5,2.8,0.9,2.6,0.355,0.9,2.4,0.379,0.532,33,0,0.6,0.6,1.7,0.35,0,7.2,4,7.2,0.455,5.9,48,87,69,5.1,0.3,1.3,12.2,11.9,17.6,61,3,1.2,3.4,0.341,0.7,1.8,0.364,0.439,36,4.7,7.9,.589,0.6,4.1,.125,56,0.4,0.8,.556,0,0.4,.000,4.2,7.2,.593,0.6,3.7,.137,12.5,4,0.455,0.3,0.667,2.8,0.355,3,0.341,3.7,0.2,2.6,3.4,0.462,0,0,,0,0,,0,0,,0,0,,28.2,4.3,2.3,3.5,16.3,11.8,0,0,88.8,80.2,7.9,0.2,0.8,12.5,0.141,0.2,1066
1610612743,2014-15,00,Timofey Mozgov,25,C,85,250,1986-07-16T07:00:00.000Z,27,4,St. Petersburg Russia,202389,Timofey,Mozgov,DEN,11,24.4,0.4,0.2,1.5,0.125,0,0.3,0,0.125,4,1.3,0.4,3.3,6.8,0.48,14,0.1,0.2,0.2,,0.4,2,1,30.9,0.5,0.3,0.4,1.6,1.6,3.2,6,0,0,0.1,0,0,0,,0,0,7.1,12.4,.574,2.5,4.5,.359,78,2.4,5,.473,1.1,1.3,.462,4.7,7.4,.642,1.5,3.3,.308,9.1,0.2,,4.1,0.654,0.4,0.125,0,0,0,2.4,1.5,0.1,0.506,0,0,,0,0,,0,0,,0,0,,19.4,4.3,1.8,3.5,10.4,9.1,0,0,41.5,19,0.9,4.5,3.5,9.1,0.219,0.5,456
1610612766,2014-15,00,Gary Neal,12,G,76,210,1984-10-03T07:00:00.000Z,29,4,Towson University,202390,Gary,Neal,CHA,10,25,2.2,0.8,1.6,0.5,0.6,1,0.6,0.688,22,0,0.6,0.7,1.1,0.636,0,3.2,2.4,3.4,0.318,4.6,24,32,24.1,1.9,0.1,0.5,3.6,4.5,8.6,19,5.4,2.4,5.6,0.429,0.6,1.6,0.375,0.482,54,3.3,5.5,.618,0.7,2.7,.206,33,0.4,0.6,.833,0.2,0.3,.400,2.9,4.9,.592,0.5,2.4,.172,12.2,2.4,0.318,0,0,2.2,0.5,5.4,0.429,2.2,0.1,1.6,5.6,0.459,0,0,,0,0,,0,0,,0,0,,17,4.1,1.7,3.3,9.5,7.5,0,0,38.1,33.9,1.7,0.2,0.2,12.2,0.32,0.4,381
1610612747,2014-15,00,Jeremy Lin,17,G,75,200,1988-08-23T07:00:00.000Z,25,4,Harvard,202391,Jeremy,Lin,LAL,12,30.7,2.2,0.8,1.4,0.529,0.8,1.3,0.562,0.794,27,0.3,0.8,2.2,4.2,0.52,4,6.3,3.6,8,0.448,5.6,43,76,48.8,4.8,0.2,1.1,10.7,10.5,16.4,58,2.1,0.9,2.6,0.355,0.2,1.1,0.231,0.403,25,2.6,5.6,.463,0.6,2,.226,31,0.4,1,.417,0.1,0.3,.200,2.2,4.6,.473,0.5,1.7,.231,11.2,3.6,0.448,0.3,1,2.2,0.529,2.1,0.355,2.4,0.2,1.4,2.6,0.516,0,0,,0,0,,0,0,,0,0,,25.9,4.2,2.2,3.4,13.8,12.1,0,0,65.4,54.2,5.7,1.5,0.8,11.2,0.172,0.2,785
1610612760,2014-15,00,Ish Smith,8,G,72,175,1988-07-05T07:00:00.000Z,25,4,Wake Forest,202397,Ish,Smith,OKC,5,6.3,0.6,0.2,0.2,1,0.2,0.2,1,1.5,3,0,0.2,0.2,0.6,0.333,0,3,1.4,3.8,0.333,10.6,7,15,9.2,0.8,0.2,0,1.4,2,15.2,4,0,0,0.4,0,0,0.4,0,0,0,1.4,3,.467,0.4,1,.286,7,0.4,0.8,.500,0.2,0.2,.500,1,2.2,.455,0.2,0.8,.200,2.2,1.4,0.333,0,,0.6,1,0,0,1.2,0,0.2,0.4,0.35,0,0,,0,0,,0,0,,0,0,,2.4,4.5,0.5,3.6,1.3,1.1,0,0,12.8,10.8,0.9,0.2,0,2.2,0.172,0.2,64
